incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,WARD,DISTRICT,type_level
20BU012212,Motor Vehicle Complaint,Motor Vehicle,7/2/20 16:41,Starr Farm Rd / Curtis Ave,Phone,0,0,0,0,A,NewNorthEnd,44.51390097,-73.26593382,4,North,Type 1
20BU012213,Assist - Public,Public Service,7/2/20 16:49,North Beach Campground,Phone,0,0,0,0,B,OldNorthEnd,44.49523896,-73.23659523,4,North,Type 1
20BU012214,Motor Vehicle Complaint,Motor Vehicle,7/2/20 16:58,Park St / Sherman St,Phone,0,0,0,0,B,OldNorthEnd,44.48064324,-73.22023372,3,Central,Type 1
20BU012215,Intoxication,Quality of Life,7/2/20 17:04,Institute Rd,Phone,0,0,0,1,B,OldNorthEnd,44.49563105,-73.2344229,4,North,Type 1
20BU012216,Threats/Harassment,Other,7/2/20 17:23,Church St/Cherry St,Phone,0,0,0,0,D,Downtown,44.47967244,-73.21182169,3,Central,Type 2
20BU012217,Mental Health Issue,Public Service,7/2/20 17:27,Front St,Phone,0,0,0,0,B,OldNorthEnd,44.48139204,-73.22125637,3,Central,Type 2
20BU012218,911 Hangup,Other,7/2/20 18:15,Riverside Ave,911,0,0,0,0,C,UniversityHillSection,44.48922754,-73.19935457,1,East,Type 2
20BU012219,Found/Lost Property,Public Service,7/2/20 18:33,Church St/Cherry St,In Person,0,0,0,0,D,Downtown,44.47924097,-73.21156778,3,Central,Type 1
20BU012220,Suspicious Event,Public Service,7/2/20 19:10,N Winooski Ave/Riverside Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48990384,-73.2069412,2,Central,Type 1
20BU012221,Motor Vehicle Complaint,Motor Vehicle,7/2/20 19:12,North St / N Winooski Ave,Phone,1,0,0,0,B,OldNorthEnd,44.48321111,-73.21031153,2,Central,Type 1
20BU012222,911 Hangup,Other,7/2/20 19:44,Riverside Ave,911,0,0,0,0,C,UniversityHillSection,44.48632596,-73.19929337,1,East,Type 2
20BU012223,Threats/Harassment,Other,7/2/20 19:57,S Williams St.,Phone,0,0,0,0,C,UniversityHillSection,44.48045267,-73.20369177,1,East,Type 2
20BU012224,Trespass,Other,7/2/20 20:00,Cherry St,Phone,0,0,0,0,D,Downtown,44.47924116,-73.21269769,3,Central,Type 2
20BU012225,Found/Lost Property,Public Service,7/2/20 20:30,Church St/King St,Phone,0,0,0,0,D,Downtown,44.4754532,-73.21050393,6,South,Type 1
20BU012226,Fireworks,Quality of Life,7/2/20 20:37,Oakledge Park,Phone,0,0,0,0,E,SouthEnd,44.45335375,-73.22634637,5,South,Type 1
20BU012227,Motor Vehicle Complaint,Motor Vehicle,7/2/20 20:38,Bikepath / Institute Rd,Phone,0,0,0,0,B,OldNorthEnd,44.49419195,-73.23500616,4,North,Type 1
20BU012228,Alarm,Public Service,7/2/20 20:40,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.47873924,-73.21504588,3,Central,Type 2
20BU012229,Intoxication,Quality of Life,7/2/20 20:44,Elmwood Ave,Phone,0,0,0,1,B,OldNorthEnd,44.48647548,-73.21539767,3,Central,Type 1
20BU012230,Intoxication,Quality of Life,7/2/20 21:07,Church St,Phone,0,0,0,1,D,Downtown,44.47774698,-73.21248712,3,Central,Type 1
20BU012231,Threats/Harassment,Other,7/2/20 21:50,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48894295,-73.20648554,2,Central,Type 2
20BU012232,Disturbance,Quality of Life,7/2/20 21:56,St Paul St/Bank St,Phone,0,0,0,0,D,Downtown,44.47962518,-73.2130475,3,Central,Type 2
20BU012233,Welfare Check,Public Service,7/2/20 21:58,Buell St,Phone,0,0,0,0,C,UniversityHillSection,44.47920616,-73.20985186,8,East,Type 2
20BU012234,Alarm,Public Service,7/2/20 22:17,Kilburn St,Phone,0,0,0,0,E,SouthEnd,44.46975656,-73.21377885,5,South,Type 2
20BU012235,Fireworks,Quality of Life,7/2/20 22:12,N Willard St,Phone,0,0,0,0,C,UniversityHillSection,44.48508781,-73.20409796,1,East,Type 1
20BU012236,Traffic,Motor Vehicle,7/2/20 22:22,Pearl St/Elmwood Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48005352,-73.21193557,3,Central,Type 1
20BU012237,Noise,Quality of Life,7/2/20 22:32,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.4867205,-73.19008801,1,East,Type 1
20BU012238,Fireworks,Quality of Life,7/2/20 22:38,Cedar St/Lafountain St,Phone,0,0,0,0,B,OldNorthEnd,44.48770659,-73.21531591,3,Central,Type 1
20BU012239,Fireworks,Quality of Life,7/2/20 22:42,Lafayette Pl,Phone,0,0,0,0,C,UniversityHillSection,44.48087659,-73.21073981,2,Central,Type 1
20BU012240,Welfare Check,Public Service,7/2/20 22:52,Riverside Ave / Hillside Ter,Phone,0,0,0,0,C,UniversityHillSection,44.48819191,-73.19842171,1,East,Type 2
20BU012241,Fireworks,Quality of Life,7/2/20 22:59,N Willard St/Loomis St,Phone,0,0,0,0,C,UniversityHillSection,44.48129561,-73.20383912,1,East,Type 1
20BU012242,Fireworks,Quality of Life,7/2/20 23:05,S Winooski Ave,Phone,0,0,0,0,E,SouthEnd,44.47142977,-73.20975232,6,South,Type 1
20BU012243,Fireworks,Quality of Life,7/2/20 23:09,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.47354804,-73.21338956,6,South,Type 1
20BU012244,Vandalism,Property,7/2/20 23:14,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.46333681,-73.20964757,5,South,Type 1
20BU012245,Noise,Quality of Life,7/2/20 23:16,Hickok Pl,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48133373,-73.20786378,2,Central,Type 1
20BU012246,Crash - Property damage only,Motor Vehicle,7/2/20 23:18,College St,911,0,0,0,0,D,Downtown,44.47654495,-73.21827224,3,Central,NA
20BU012247,DUI,Motor Vehicle,7/2/20 23:27,Shelburne Rd/189 Ramp,Officer/Radio,0,0,0,1,NA,NA,44.44956856,-73.20037045,NA,NA,Type 2
20BU012248,Mental Health Issue,Public Service,7/2/20 23:40,Hyde St,911,0,0,0,0,C,UniversityHillSection,44.48671813,-73.20902895,2,Central,Type 2
20BU012249,Noise,Quality of Life,7/2/20 23:53,Buell St,Phone,0,0,0,0,NA,NA,44.48062493,-73.20995148,8,East,Type 1
20BU012250,Assist - Public,Public Service,7/3/20 0:08,Main St/S Willard St,Phone,0,0,0,1,C,UniversityHillSection,44.47766216,-73.20736401,8,East,Type 1
20BU012251,Suspicious Event,Public Service,7/3/20 0:24,Main St/St Paul St,911,0,0,0,0,D,Downtown,44.47398233,-73.21532728,3,Central,Type 1
20BU012252,Noise,Quality of Life,7/3/20 0:27,Buell St/S Union St,Phone,0,0,0,0,D,Downtown,44.47920995,-73.20801436,8,East,Type 1
20BU012253,Noise,Quality of Life,7/3/20 0:32,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48459831,-73.21245209,2,Central,Type 1
20BU012254,Noise,Quality of Life,7/3/20 0:35,Rose St,Phone,0,0,0,0,B,OldNorthEnd,44.48687886,-73.21621138,3,Central,Type 1
20BU012255,Disturbance,Quality of Life,7/3/20 0:37,Pearl St,Phone,0,0,0,0,D,Downtown,44.47945868,-73.21282207,3,Central,Type 2
20BU012256,Noise,Quality of Life,7/3/20 0:47,Lawson Lane,Phone,0,0,0,0,D,Downtown,44.4763583,-73.21417019,3,Central,Type 1
20BU012257,Noise,Quality of Life,7/3/20 0:47,Thibault Pkwy/Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48389809,-73.18906636,1,East,Type 1
20BU012258,Noise,Quality of Life,7/3/20 0:50,Chase St,Phone,0,0,0,0,C,UniversityHillSection,44.48770127,-73.18654745,1,East,Type 1
20BU012259,Fireworks,Quality of Life,7/3/20 0:51,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48174245,-73.22247879,3,Central,Type 1
20BU012260,Crash - LSA,Motor Vehicle,7/3/20 0:56,N Winooski Ave / Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.47918338,-73.21303188,2,Central,NA
20BU012261,Noise,Quality of Life,7/3/20 1:02,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48504156,-73.21431788,2,Central,Type 1
20BU012262,Noise,Quality of Life,7/3/20 1:12,Lawson Ln,Phone,0,0,0,0,D,Downtown,44.47509141,-73.21587555,3,Central,Type 1
20BU012263,Assist - Public,Public Service,7/3/20 1:24,North Ave,Phone,0,0,0,1,B,OldNorthEnd,44.4810045,-73.22038321,3,Central,Type 1
20BU012264,Disturbance,Quality of Life,7/3/20 1:31,Church St/Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47598566,-73.2138069,3,Central,Type 2
20BU012265,Disturbance,Quality of Life,7/3/20 1:40,Rose St,Phone,0,0,0,0,B,OldNorthEnd,44.4849424,-73.21771566,3,Central,Type 2
20BU012266,Alarm,Public Service,7/3/20 1:58,Battery St,Phone,0,0,0,0,D,Downtown,44.47310479,-73.21928332,5,South,Type 2
20BU012267,Traffic,Motor Vehicle,7/3/20 2:46,North Ave/Convent Sq,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48991073,-73.22384154,3,Central,Type 1
20BU012268,Mental Health Issue,Public Service,7/3/20 7:04,North Ave,Phone,1,0,0,0,B,OldNorthEnd,44.48136328,-73.22032879,3,Central,Type 2
20BU012269,Welfare Check,Public Service,7/3/20 7:45,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.47133015,-73.21130167,6,South,Type 2
20BU012270,Domestic Disturbance,Domestic,7/3/20 8:44,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
20BU012272,Disturbance,Quality of Life,7/3/20 9:05,Northgate Rd/North Ave,911,0,0,0,0,A,NewNorthEnd,44.52206365,-73.26177097,4,North,Type 2
20BU012273,Suspicious Event,Public Service,7/3/20 9:38,Pine St,Officer/Radio,0,0,0,0,E,SouthEnd,44.46275169,-73.21336318,5,South,Type 1
20BU012274,Traffic,Motor Vehicle,7/3/20 10:02,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.4825585,-73.21977936,3,Central,Type 1
20BU012275,Vandalism - graffiti,Property,7/3/20 10:14,Bank St,Phone,0,0,0,0,D,Downtown,44.47958407,-73.21557412,3,Central,Type 1
20BU012276,VIN verification,Motor Vehicle,7/3/20 10:48,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48395856,-73.22304728,3,Central,Type 1
20BU012277,Foot Patrol,Public Service,7/3/20 10:50,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47837151,-73.21323185,3,Central,Type 1
20BU012278,Foot Patrol,Public Service,7/3/20 10:52,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47643597,-73.21367321,3,Central,Type 1
20BU012279,Domestic Disturbance,Domestic,7/3/20 11:20,NA,Phone,0,0,0,0,E,SouthEnd,NA,NA,5,South,Type 3
20BU012280,Property Damage,Property,7/3/20 11:43,Leddy Park Rd,Phone,0,0,0,0,A,NewNorthEnd,44.50422783,-73.25301948,4,North,Type 1
20BU012281,Assist - Public,Public Service,7/3/20 11:55,Overlake Pk,In Person,0,0,0,0,E,SouthEnd,44.46869388,-73.20299232,6,South,Type 1
20BU012282,Vandalism,Property,7/3/20 11:59,Church St,Phone,0,0,0,0,D,Downtown,44.47789055,-73.21153912,3,Central,Type 1
20BU012283,911 Hangup,Other,7/3/20 12:34,Turf Rd,Phone,0,0,0,0,A,NewNorthEnd,44.517934,-73.25860185,7,North,Type 2
20BU012284,Alarm,Public Service,7/3/20 12:59,Shore Rd,Phone,0,0,0,0,A,NewNorthEnd,44.50499125,-73.25581581,4,North,Type 2
20BU012285,Domestic Disturbance,Domestic,7/3/20 13:30,NA,911,0,0,1,0,B,OldNorthEnd,NA,NA,2,Central,Type 3
20BU012286,Roadway Hazard,Motor Vehicle,7/3/20 13:34,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45085625,-73.21246709,5,South,Type 2
20BU012287,Suspicious Event,Public Service,7/3/20 13:37,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44843362,-73.20921688,5,South,Type 1
20BU012288,Foot Patrol,Public Service,7/3/20 14:08,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.4796778,-73.21473064,3,Central,Type 1
20BU012289,Animal Problem,Animal,7/3/20 14:12,Spring St,Phone,0,0,0,0,B,OldNorthEnd,44.48642488,-73.21446533,3,Central,Type 1
20BU012290,Parking,Motor Vehicle,7/3/20 14:15,Oakledge Park,Phone,0,0,0,0,E,SouthEnd,44.45445261,-73.22792669,5,South,Type 1
20BU012291,Threats/Harassment,Other,7/3/20 14:47,Manhattan Dr,Phone,0,0,0,0,B,OldNorthEnd,44.48610326,-73.21571004,3,Central,Type 2
20BU012292,Welfare Check,Public Service,7/3/20 14:47,Buell St,Phone,0,0,0,0,D,Downtown,44.47781761,-73.20933408,8,East,Type 2
20BU012293,Suspicious Event,Public Service,7/3/20 14:57,Ferguson Ave,Phone,0,0,0,0,E,SouthEnd,44.45429777,-73.2131459,5,South,Type 1
20BU012294,Mental Health Issue,Public Service,7/3/20 15:01,Shelburne Rd,911,1,0,0,0,E,SouthEnd,44.45118019,-73.21196484,5,South,Type 2
20BU012295,Mental Health Issue,Public Service,7/3/20 15:27,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48647996,-73.21430662,2,Central,Type 2
20BU012296,Foot Patrol,Public Service,7/3/20 15:50,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47808827,-73.21456315,3,Central,Type 1
20BU012297,Ordinance Violation - Other,Quality of Life,7/3/20 15:56,Church St/College St,Officer/Radio,0,0,0,0,D,Downtown,44.47777602,-73.21205195,3,Central,Type 1
20BU012298,Disturbance,Quality of Life,7/3/20 15:58,Poirer Pl,Phone,0,0,0,0,A,NewNorthEnd,44.50907272,-73.24758472,7,North,Type 2
20BU012299,Foot Patrol,Public Service,7/3/20 16:06,Marketplace,Phone,0,0,0,0,D,Downtown,44.47769339,-73.21167473,3,Central,Type 1
20BU012300,Disturbance,Quality of Life,7/3/20 16:11,Pearl St,911,0,0,0,1,B,OldNorthEnd,44.48036489,-73.21071861,2,Central,Type 2
20BU012301,Foot Patrol,Public Service,7/3/20 16:42,Marketplace,911,0,0,0,0,D,Downtown,44.47585264,-73.21482084,3,Central,Type 1
20BU012302,DUI,Motor Vehicle,7/3/20 17:12,Hyde St,911,0,0,0,1,C,UniversityHillSection,44.48683451,-73.20966544,2,Central,Type 2
20BU012303,Domestic Disturbance,Domestic,7/3/20 17:27,NA,Phone,0,0,1,1,B,OldNorthEnd,NA,NA,4,North,Type 3
20BU012304,Fireworks,Quality of Life,7/3/20 18:03,North Ave,Phone,0,0,0,1,B,OldNorthEnd,44.48117458,-73.2208119,3,Central,Type 1
20BU012305,Welfare Check,Public Service,7/3/20 18:05,S Champlain St,Phone,0,0,0,0,E,SouthEnd,44.47186327,-73.21546696,5,South,Type 2
20BU012306,Fireworks,Quality of Life,7/3/20 18:08,Archibald St/Walnut St,Phone,0,0,0,0,B,OldNorthEnd,44.48591351,-73.21227937,2,Central,Type 1
20BU012307,Parking,Motor Vehicle,7/3/20 18:10,Converse Ct,Phone,0,0,0,0,C,UniversityHillSection,44.48068068,-73.21069529,2,Central,Type 1
20BU012308,Foot Patrol,Public Service,7/3/20 18:18,North Beach,Phone,0,0,0,0,A,NewNorthEnd,44.49123823,-73.24234929,4,North,Type 1
20BU012309,Welfare Check,Public Service,7/3/20 18:22,Church St A,Phone,0,0,0,0,D,Downtown,44.47441296,-73.21100094,6,South,Type 2
20BU012310,TRO/FRO Violation,Domestic,7/3/20 18:23,NA,Phone,0,0,1,0,C,UniversityHillSection,NA,NA,2,Central,Type 3
20BU012311,Alarm,Public Service,7/3/20 19:35,Oak St,Phone,0,0,0,0,B,OldNorthEnd,44.49183757,-73.21231568,2,Central,Type 2
20BU012312,Suspicious Event,Public Service,7/3/20 19:47,Church St,911,0,0,0,0,D,Downtown,44.47665526,-73.21058773,3,Central,Type 1
20BU012313,Welfare Check,Public Service,7/3/20 19:49,Leddy Beach,Phone,0,1,0,1,A,NewNorthEnd,44.50495795,-73.24915089,4,North,Type 2
20BU012314,Found/Lost Property,Public Service,7/3/20 20:10,College St,Officer/Radio,0,0,0,0,D,Downtown,44.47665319,-73.22226131,3,Central,Type 1
20BU012315,Disturbance,Quality of Life,7/3/20 21:01,Skatepark,Officer/Radio,0,0,0,0,D,Downtown,44.48121286,-73.22266136,3,Central,Type 2
20BU012316,Fireworks,Quality of Life,7/3/20 21:15,Maple St / Church St,Officer/Radio,0,0,0,1,D,Downtown,44.4742206,-73.21422004,6,South,Type 1
20BU012317,Fireworks,Quality of Life,7/3/20 21:15,King St / Church St,Officer/Radio,0,0,0,1,D,Downtown,44.47463168,-73.21080915,6,South,Type 1
20BU012318,Ordinance Violation - Other,Quality of Life,7/3/20 21:21,Northshore Beach,Phone,0,0,0,0,A,NewNorthEnd,44.50574296,-73.25824067,4,North,Type 1
20BU012319,Domestic Disturbance,Domestic,7/3/20 21:27,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
20BU012320,Animal Problem,Animal,7/3/20 21:29,S Union St / Main St,Phone,0,0,0,0,D,Downtown,44.47521269,-73.21014204,8,East,Type 1
20BU012321,Foot Patrol,Public Service,7/3/20 21:37,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.47930305,-73.22050118,3,Central,Type 1
20BU012322,Fireworks,Quality of Life,7/3/20 21:53,Pine St,Phone,0,0,0,0,E,SouthEnd,44.47069185,-73.21393524,5,South,Type 1
20BU012323,Noise,Quality of Life,7/3/20 21:59,Loomis St,Phone,0,0,0,0,C,UniversityHillSection,44.4840292,-73.20595876,1,East,Type 1
20BU012324,Noise,Quality of Life,7/3/20 22:11,Chase St,Phone,0,0,0,0,C,UniversityHillSection,44.48672559,-73.18555266,1,East,Type 1
20BU012325,Fireworks,Quality of Life,7/3/20 22:13,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.51399862,-73.25005849,7,North,Type 1
20BU012326,Trespass,Other,7/3/20 22:16,Church St,Phone,0,0,0,0,D,Downtown,44.4802086,-73.21185983,3,Central,Type 2
20BU012327,Suspicious Event,Public Service,7/3/20 22:25,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.49170893,-73.2055401,1,East,Type 1
20BU012328,Disturbance,Quality of Life,7/3/20 22:51,Cherry St,Phone,0,0,0,0,D,Downtown,44.47939804,-73.21597153,3,Central,Type 2
20BU012329,Alarm,Public Service,7/3/20 22:52,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48871378,-73.1996855,1,East,Type 2
20BU012330,Ordinance Violation - Other,Quality of Life,7/3/20 23:03,Wright Ave / Central Ave,Phone,0,0,0,0,E,SouthEnd,44.46090391,-73.22149658,5,South,Type 1
20BU012331,Traffic,Motor Vehicle,7/3/20 23:05,Pearl St / S Prospect St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.47906262,-73.20101956,1,East,Type 1
20BU012332,Assist - Agency,Assist,7/3/20 23:07,N Champlain St,Phone,0,0,0,1,B,OldNorthEnd,44.48442887,-73.21740651,3,Central,Type 2
20BU012333,Noise,Quality of Life,7/3/20 23:16,Hickok Pl / Greene St,Phone,0,0,0,0,C,UniversityHillSection,44.48293267,-73.2091488,2,Central,Type 1
20BU012334,911 Hangup,Other,7/3/20 23:18,S Meadow Dr,911,0,0,0,0,E,SouthEnd,44.44586096,-73.21251078,5,South,Type 2
20BU012335,Noise,Quality of Life,7/3/20 23:21,Bradley St / Hungerford Ter,Phone,0,0,0,0,C,UniversityHillSection,44.47801667,-73.2059033,8,East,Type 1
20BU012336,Noise,Quality of Life,7/3/20 23:35,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48626834,-73.22506044,3,Central,Type 1
20BU012337,Noise,Quality of Life,7/3/20 23:38,Bradley St,Phone,0,0,0,0,NA,NA,44.47811442,-73.20982728,8,East,Type 1
20BU012338,Noise,Quality of Life,7/3/20 23:47,Main St,Phone,0,0,0,0,D,Downtown,44.47530546,-73.20966891,6,South,Type 1
20BU012339,Suspicious Event,Public Service,7/3/20 23:58,Maple St / Pine St.,Phone,0,0,0,0,NA,NA,44.47351303,-73.21712338,5,South,Type 1
20BU012340,Noise,Quality of Life,7/3/20 23:59,Converse Ct / Hickok Pl,Phone,0,0,0,0,C,UniversityHillSection,44.48262109,-73.20713597,2,Central,Type 1
20BU012341,Intoxication,Quality of Life,7/4/20 0:04,Waterfront,Phone,0,0,0,1,D,Downtown,44.4784869,-73.22084853,3,Central,Type 1
20BU012342,Larceny - from Motor Vehicle,Property,7/4/20 0:17,Intervale Ave / Archibald St,Phone,0,0,0,0,B,OldNorthEnd,44.48754634,-73.2095056,2,Central,Type 1
20BU012343,Noise,Quality of Life,7/4/20 0:41,S Union St,Phone,0,0,0,0,D,Downtown,44.48006048,-73.20973228,8,East,Type 1
20BU012344,Assault - Simple,Assault,7/4/20 0:43,North St / LaFounatin St,911,0,0,0,1,B,OldNorthEnd,44.48501496,-73.21438123,3,Central,Type 3
20BU012345,Suspicious Event,Public Service,7/4/20 0:57,Church St/Main St,Phone,0,0,0,0,D,Downtown,44.47592122,-73.21247461,3,Central,Type 1
20BU012346,Assist - Agency,Assist,7/4/20 1:20,Church St / Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47681933,-73.21235919,3,Central,Type 2
20BU012347,Assist - Agency,Assist,7/4/20 1:28,Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47694337,-73.21000311,3,Central,Type 2
20BU012348,Suspicious Event,Public Service,7/4/20 1:31,Skatepark/Bikepath,Phone,0,0,0,0,B,OldNorthEnd,44.48237773,-73.22366045,3,Central,Type 1
20BU012349,Disturbance,Quality of Life,7/4/20 1:34,Church St,Officer/Radio,0,0,0,0,D,Downtown,44.47480651,-73.21187967,3,Central,Type 2
20BU012350,Domestic Disturbance,Domestic,7/4/20 1:45,NA,911,0,0,1,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
20BU012351,Mental Health Issue,Public Service,7/4/20 1:45,Colchester Ave,Phone,1,0,0,0,C,UniversityHillSection,44.47972254,-73.19261138,1,East,Type 2
20BU012352,Domestic Disturbance,Domestic,7/4/20 1:50,NA,Phone,0,0,1,1,D,Downtown,NA,NA,8,East,Type 3
20BU012353,Fireworks,Quality of Life,7/4/20 3:54,Callahan Park,911,0,0,0,0,E,SouthEnd,44.46383371,-73.21124897,5,South,Type 1
20BU012354,Fireworks,Quality of Life,7/4/20 4:35,Blanchard Beach,Phone,0,0,0,0,E,SouthEnd,44.45774416,-73.22233527,5,South,Type 1
20BU012355,Found/Lost Property,Public Service,7/4/20 4:40,North Beach,Phone,0,0,0,0,A,NewNorthEnd,44.49298906,-73.2400816,4,North,Type 1
20BU012356,Found/Lost Property,Public Service,7/4/20 4:42,Church / College St,Phone,0,0,0,0,D,Downtown,44.47813624,-73.2077128,8,East,Type 1
20BU012357,Mental Health Issue,Public Service,7/4/20 4:47,Hyde St,911,1,0,0,0,C,UniversityHillSection,44.48751668,-73.20575197,2,Central,Type 2
20BU012358,Roadway Hazard,Motor Vehicle,7/4/20 6:55,Central Ave,911,0,0,0,0,E,SouthEnd,44.45914258,-73.21936158,5,South,Type 2
20BU012359,Alarm,Public Service,7/4/20 7:15,Steele St,Phone,0,0,0,0,D,Downtown,44.47589203,-73.22023515,3,Central,Type 2
20BU012360,Mental Health Issue,Public Service,7/4/20 8:28,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48349021,-73.22040524,3,Central,Type 2
20BU012361,Assault - Aggravated,Assault,7/4/20 9:39,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48065648,-73.20908402,2,Central,Type 3
20BU012362,Assist - Agency,Assist,7/4/20 10:02,North Ave,Phone,0,0,0,0,NA,NA,44.52567684,-73.27165666,7,North,Type 2
20BU012363,Welfare Check,Public Service,7/4/20 10:17,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48619306,-73.21420639,2,Central,Type 2
20BU012364,Animal Problem,Animal,7/4/20 10:42,Drew St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48669261,-73.22353082,3,Central,Type 1
20BU012365,Larceny - from Building,Property,7/4/20 10:54,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.47327943,-73.21417893,6,South,Type 1
20BU012366,Parking,Motor Vehicle,7/4/20 11:15,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48305355,-73.21246373,2,Central,Type 1
20BU012367,Trespass,Other,7/4/20 11:27,Orchard Ter,Phone,0,0,0,0,D,Downtown,44.47870729,-73.21077066,8,East,Type 2
20BU012368,Mental Health Issue,Public Service,7/4/20 11:41,Brierwood Ln,Phone,1,0,0,0,A,NewNorthEnd,44.50643437,-73.25548723,4,North,Type 2
20BU012369,Assist - Other,Assist,7/4/20 13:04,Cambrian Way,911,0,0,0,0,B,OldNorthEnd,44.49287648,-73.22816053,4,North,Type 1
20BU012370,Larceny - from Building,Property,7/4/20 13:06,Cherry St,Phone,0,0,0,0,D,Downtown,44.47942014,-73.21869315,3,Central,Type 1
20BU012371,Retail Theft,Property,7/4/20 13:22,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50804166,-73.24562951,4,North,Type 2
20BU012372,Foot Patrol,Public Service,7/4/20 14:06,Marketplace,Phone,0,0,0,0,D,Downtown,44.47685635,-73.21256298,3,Central,Type 1
20BU012373,Foot Patrol,Public Service,7/4/20 14:29,Church Street Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47908397,-73.21306339,3,Central,Type 1
20BU012374,Assist - Public,Public Service,7/4/20 14:32,Cherry St,Officer/Radio,0,0,0,0,D,Downtown,44.47939113,-73.21552164,3,Central,Type 1
20BU012375,Found/Lost Property,Public Service,7/4/20 14:35,Depot St,Officer/Radio,0,0,0,0,D,Downtown,44.47985643,-73.22551817,3,Central,Type 1
20BU012376,Suspicious Event,Public Service,7/4/20 14:45,N Champlain St,Phone,0,0,0,0,B,OldNorthEnd,44.48448788,-73.21807198,3,Central,Type 1
20BU012377,Foot Patrol,Public Service,7/4/20 14:45,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47912335,-73.21248804,3,Central,Type 1
20BU012378,Intoxication,Quality of Life,7/4/20 15:23,Institute Rd,Phone,0,0,0,1,B,OldNorthEnd,44.49360833,-73.23483429,4,North,Type 1
20BU012379,Drugs,Drugs,7/4/20 15:32,Converse Ct,Phone,0,0,0,0,C,UniversityHillSection,44.48447748,-73.20968271,2,Central,Type 1
20BU012380,Fireworks,Quality of Life,7/4/20 15:41,Grant St/Elmwood Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48403241,-73.21347742,2,Central,Type 1
20BU012381,Mental Health Issue,Public Service,7/4/20 15:47,Cherry St,Phone,0,0,0,0,D,Downtown,44.48113818,-73.21103937,3,Central,Type 2
20BU012382,Operations,Administrative,7/4/20 15:58,Battery Park,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48069112,-73.2195119,3,Central,Type 1
20BU012383,Assist - Agency,Assist,7/4/20 16:01,Leddy Park Arena,Phone,0,0,0,0,A,NewNorthEnd,44.50268047,-73.25065968,4,North,Type 2
20BU012384,Welfare Check,Public Service,7/4/20 16:50,Pitkin St,Phone,0,0,0,0,B,OldNorthEnd,44.48777494,-73.22058431,3,Central,Type 2
